Salary Group ID,Salary Group,Number of Inhabitants,Municipality ID,Municipality,Households
8,$8k - $9k,4,13022,Epazoyucan,523
8,$8k - $9k,4,13023,Francisco I. Madero,428
8,$8k - $9k,4,13028,Huejutla de Reyes,1008
8,$8k - $9k,4,13029,Huichapan,405
8,$8k - $9k,4,13030,Ixmiquilpan,472
8,$8k - $9k,4,13046,San Felipe Orizatlán,423
8,$8k - $9k,4,13048,Pachuca de Soto,407
8,$8k - $9k,4,13051,Mineral de la Reforma,2381
8,$8k - $9k,4,13052,San Agustín Tlaxiaca,764
8,$8k - $9k,4,13056,Santiago Tulantepec de Lugo Guerrero,455
8,$8k - $9k,4,13059,Tecozautla,778
8,$8k - $9k,4,13062,Tepehuacán de Guerrero,508
8,$8k - $9k,4,13063,Tepeji del Río de Ocampo,872
8,$8k - $9k,4,13067,Tezontepec de Aldama,888
8,$8k - $9k,4,13069,Tizayuca,781
8,$8k - $9k,4,13070,Tlahuelilpan,399
8,$8k - $9k,4,13074,Tlaxcoapan,385
8,$8k - $9k,4,13075,Tolcayuca,359
8,$8k - $9k,4,13076,Tula de Allende,1419
8,$8k - $9k,4,13077,Tulancingo de Bravo,361
8,$8k - $9k,4,13082,Zapotlán de Juárez,396
8,$8k - $9k,4,13083,Zempoala,907
8,$8k - $9k,4,14002,Acatlán de Juárez,1419
8,$8k - $9k,4,14011,Atengo,552
8,$8k - $9k,4,14013,Atotonilco el Alto,387
8,$8k - $9k,4,14023,Zapotlán el Grande,1506
8,$8k - $9k,4,14030,Chapala,2286
8,$8k - $9k,4,14035,Encarnación de Díaz,515
8,$8k - $9k,4,14039,Guadalajara,13111
8,$8k - $9k,4,14050,Jocotepec,980
8,$8k - $9k,4,14062,Mixtlán,608
8,$8k - $9k,4,14063,Ocotlán,1784
8,$8k - $9k,4,14066,Poncitlán,527
8,$8k - $9k,4,14067,Puerto Vallarta,3786
8,$8k - $9k,4,14070,El Salto,2479
8,$8k - $9k,4,14073,San Juan de los Lagos,368
8,$8k - $9k,4,14078,San Miguel el Alto,2512
8,$8k - $9k,4,14083,Tala,1834
8,$8k - $9k,4,14087,Tecalitlán,972
8,$8k - $9k,4,14089,Techaluta de Montenegro,870
8,$8k - $9k,4,14090,Tenamaxtlán,1110
8,$8k - $9k,4,14093,Tepatitlán de Morelos,909
8,$8k - $9k,4,14097,Tlajomulco de Zúñiga,4873
8,$8k - $9k,4,14098,San Pedro Tlaquepaque,9166
8,$8k - $9k,4,14101,Tonalá,6288
8,$8k - $9k,4,14113,San Gabriel,386
8,$8k - $9k,4,14114,Villa Corona,369
8,$8k - $9k,4,14116,Villa Hidalgo,1203
8,$8k - $9k,4,14120,Zapopan,12383
8,$8k - $9k,4,15001,Acambay de Ruíz Castañeda,348
8,$8k - $9k,4,15013,Atizapán de Zaragoza,4074
8,$8k - $9k,4,15017,Ayapango,1310
8,$8k - $9k,4,15025,Chalco,2867
8,$8k - $9k,4,15028,Chiautla,1226
8,$8k - $9k,4,15029,Chicoloapan,4074
8,$8k - $9k,4,15031,Chimalhuacán,5908
8,$8k - $9k,4,15032,Donato Guerra,545
8,$8k - $9k,4,15033,Ecatepec de Morelos,11371
8,$8k - $9k,4,15036,Hueypoxtla,4765
8,$8k - $9k,4,15039,Ixtapaluca,471
8,$8k - $9k,4,15040,Ixtapan de la Sal,3090
8,$8k - $9k,4,15042,Ixtlahuaca,2334
8,$8k - $9k,4,15047,Jiquipilco,751
8,$8k - $9k,4,15057,Naucalpan de Juárez,4534
8,$8k - $9k,4,15058,Nezahualcóyotl,15594
8,$8k - $9k,4,15059,Nextlalpan,1773
8,$8k - $9k,4,15063,Ocuilan,520
8,$8k - $9k,4,15076,San Mateo Atenco,2859
8,$8k - $9k,4,15085,Temascalcingo,742
8,$8k - $9k,4,15090,Tenango del Valle,8363
8,$8k - $9k,4,15099,Texcoco,1377
8,$8k - $9k,4,15101,Tianguistenco,3053
8,$8k - $9k,4,15104,Tlalnepantla de Baz,7585
8,$8k - $9k,4,15105,Tlatlaya,446
8,$8k - $9k,4,15106,Toluca,4403
8,$8k - $9k,4,15108,Tultepec,2176
8,$8k - $9k,4,15109,Tultitlán,7149
8,$8k - $9k,4,15110,Valle de Bravo,415
8,$8k - $9k,4,15113,Villa Guerrero,4024
8,$8k - $9k,4,15114,Villa Victoria,416
8,$8k - $9k,4,15118,Zinacantepec,392
8,$8k - $9k,4,15121,Cuautitlán Izcalli,5296
8,$8k - $9k,4,16020,Cuitzeo,479
8,$8k - $9k,4,16033,Gabriel Zamora,595
8,$8k - $9k,4,16049,Madero,810
8,$8k - $9k,4,16052,Lázaro Cárdenas,2820
8,$8k - $9k,4,16053,Morelia,7188
8,$8k - $9k,4,16055,Múgica,1314
8,$8k - $9k,4,16061,Ocampo,613
8,$8k - $9k,4,16065,Paracho,824
8,$8k - $9k,4,16066,Pátzcuaro,622
8,$8k - $9k,4,16071,Puruándiro,715
8,$8k - $9k,4,16075,Los Reyes,2043
8,$8k - $9k,4,16076,Sahuayo,1946
8,$8k - $9k,4,16082,Tacámbaro,2216
8,$8k - $9k,4,16088,Tarímbaro,730
8,$8k - $9k,4,16091,Tingüindín,741
8,$8k - $9k,4,16095,Tocumbo,801
8,$8k - $9k,4,16102,Uruapan,1761
8,$8k - $9k,4,16105,Vista Hermosa,856
8,$8k - $9k,4,16107,Zacapu,2718
8,$8k - $9k,4,16108,Zamora,1593
8,$8k - $9k,4,16110,Zinapécuaro,580
8,$8k - $9k,4,16111,Ziracuaretiro,714
8,$8k - $9k,4,16112,Zitácuaro,1254
8,$8k - $9k,4,17003,Axochiapan,298
8,$8k - $9k,4,17005,Coatlán del Río,173
8,$8k - $9k,4,17006,Cuautla,1610
8,$8k - $9k,4,17007,Cuernavaca,1912
8,$8k - $9k,4,17008,Emiliano Zapata,632
8,$8k - $9k,4,17009,Huitzilac,363
8,$8k - $9k,4,17011,Jiutepec,1123
8,$8k - $9k,4,17012,Jojutla,567
8,$8k - $9k,4,17014,Mazatepec,124
8,$8k - $9k,4,17018,Temixco,1485
8,$8k - $9k,4,17020,Tepoztlán,552
8,$8k - $9k,4,17024,Tlaltizapán de Zapata,198
8,$8k - $9k,4,17026,Tlayacapan,632
8,$8k - $9k,4,17028,Xochitepec,912
8,$8k - $9k,4,17029,Yautepec,2386
8,$8k - $9k,4,17030,Yecapixtla,259
8,$8k - $9k,4,18001,Acaponeta,973
8,$8k - $9k,4,18004,Compostela,1127
8,$8k - $9k,4,18007,Jala,185
8,$8k - $9k,4,18008,Xalisco,587
8,$8k - $9k,4,18011,Ruíz,219
8,$8k - $9k,4,18014,Santa María del Oro,192
8,$8k - $9k,4,18016,Tecuala,183
8,$8k - $9k,4,18017,Tepic,3739
8,$8k - $9k,4,18018,Tuxpan,642
8,$8k - $9k,4,18020,Bahía de Banderas,1369
8,$8k - $9k,4,19001,Abasolo,69
8,$8k - $9k,4,19004,Allende,742
8,$8k - $9k,4,19005,Anáhuac,668
8,$8k - $9k,4,19006,Apodaca,3771
8,$8k - $9k,4,19009,Cadereyta Jiménez,988
8,$8k - $9k,4,19016,Doctor González,70
8,$8k - $9k,4,19018,García,3229
8,$8k - $9k,4,19021,General Escobedo,3709
8,$8k - $9k,4,19022,General Terán,149
8,$8k - $9k,4,19025,General Zuazua,851
8,$8k - $9k,4,19026,Guadalupe,3958
8,$8k - $9k,4,19031,Juárez,2202
8,$8k - $9k,4,19033,Linares,915
8,$8k - $9k,4,19034,Marín,111
8,$8k - $9k,4,19038,Montemorelos,876
8,$8k - $9k,4,19039,Monterrey,7153
8,$8k - $9k,4,19041,Pesquería,805
8,$8k - $9k,4,19045,Salinas Victoria,643
8,$8k - $9k,4,19046,San Nicolás de los Garza,1897
8,$8k - $9k,4,19048,Santa Catarina,2303
8,$8k - $9k,4,20030,El Espinal,548
8,$8k - $9k,4,20052,Magdalena Tequisistlán,553
8,$8k - $9k,4,20059,Miahuatlán de Porfirio Díaz,716
8,$8k - $9k,4,20064,Nejapa de Madero,517
8,$8k - $9k,4,20067,Oaxaca de Juárez,2666
8,$8k - $9k,4,20079,Salina Cruz,1148
8,$8k - $9k,4,20083,San Agustín de las Juntas,798
8,$8k - $9k,4,20150,San Francisco Telixtlahuaca,567
8,$8k - $9k,4,20184,San Juan Bautista Tuxtepec,1272
8,$8k - $9k,4,20207,San Juan Mazatlán,495
8,$8k - $9k,4,20247,Capulálpam de Méndez,420
8,$8k - $9k,4,20295,San Pablo Huixtepec,598
8,$8k - $9k,4,20298,San Pablo Villa de Mitla,628
8,$8k - $9k,4,20310,San Pedro Ixtlahuaca,518
8,$8k - $9k,4,20324,San Pedro Pochutla,578
8,$8k - $9k,4,20334,Villa de Tututepec,605
8,$8k - $9k,4,20348,San Sebastián Tecomaxtlahuaca,946
8,$8k - $9k,4,20375,Santa Cruz Amilpas,559
8,$8k - $9k,4,20390,Santa Lucía del Camino,1194
8,$8k - $9k,4,20413,Santa María Huatulco,1345
8,$8k - $9k,4,20515,Santo Domingo Tehuantepec,450
8,$8k - $9k,4,20551,Tlacolula de Matamoros,1892
8,$8k - $9k,4,20565,Villa de Zaachila,414
8,$8k - $9k,4,21008,Ahuazotepec,922
8,$8k - $9k,4,21015,Amozoc,1320
8,$8k - $9k,4,21016,Aquixtla,754
8,$8k - $9k,4,21051,Chietla,1192
8,$8k - $9k,4,21053,Chignahuapan,1049
8,$8k - $9k,4,21065,General Felipe Ángeles,749
8,$8k - $9k,4,21074,Huejotzingo,820
8,$8k - $9k,4,21082,Ixcaquixtla,944
8,$8k - $9k,4,21090,Juan C. Bonilla,794
8,$8k - $9k,4,21104,Nopalucan,959
8,$8k - $9k,4,21106,Ocoyucan,1054
8,$8k - $9k,4,21114,Puebla,14319
8,$8k - $9k,4,21132,San Martín Texmelucan,1801
8,$8k - $9k,4,21143,San Salvador el Verde,1019
8,$8k - $9k,4,21154,Tecamachalco,1929
8,$8k - $9k,4,21156,Tehuacán,3021
8,$8k - $9k,4,21179,Tlachichuca,833
8,$8k - $9k,4,21186,Tlatlauquitepec,900
8,$8k - $9k,4,21199,Xiutetelco,947
8,$8k - $9k,4,21213,Zihuateutla,860
8,$8k - $9k,4,22001,Amealco de Bonfil,295
8,$8k - $9k,4,22004,Cadereyta de Montes,233
8,$8k - $9k,4,22005,Colón,220
8,$8k - $9k,4,22006,Corregidora,873
8,$8k - $9k,4,22008,Huimilpan,324
8,$8k - $9k,4,22010,Landa de Matamoros,208
8,$8k - $9k,4,22011,El Marqués,1510
8,$8k - $9k,4,22012,Pedro Escobedo,1022
8,$8k - $9k,4,22014,Querétaro,5892
8,$8k - $9k,4,22015,San Joaquín,97
8,$8k - $9k,4,22016,San Juan del Río,2713
8,$8k - $9k,4,22017,Tequisquiapan,846
8,$8k - $9k,4,22018,Tolimán,169
8,$8k - $9k,4,23002,Felipe Carrillo Puerto,283
8,$8k - $9k,4,23004,Othón P. Blanco,361
8,$8k - $9k,4,23005,Benito Juárez,7332
8,$8k - $9k,4,23006,José María Morelos,649
8,$8k - $9k,4,23007,Lázaro Cárdenas,153
8,$8k - $9k,4,23008,Solidaridad,1695
8,$8k - $9k,4,23009,Tulum,522
8,$8k - $9k,4,23010,Bacalar,232
8,$8k - $9k,4,24003,Aquismón,495
8,$8k - $9k,4,24013,Ciudad Valles,1513
8,$8k - $9k,4,24016,Ebano,801
8,$8k - $9k,4,24020,Matehuala,1443
8,$8k - $9k,4,24021,Mexquitic de Carmona,418
8,$8k - $9k,4,24024,Rioverde,303
8,$8k - $9k,4,24028,San Luis Potosí,8364
8,$8k - $9k,4,24035,Soledad de Graciano Sánchez,3624
8,$8k - $9k,4,24037,Tamazunchale,595
8,$8k - $9k,4,24046,Villa de Arriaga,356
8,$8k - $9k,4,24049,Villa de Ramos,370
8,$8k - $9k,4,24050,Villa de Reyes,402
8,$8k - $9k,4,24053,Axtla de Terrazas,217
8,$8k - $9k,4,24054,Xilitla,798
8,$8k - $9k,4,24055,Zaragoza,398
8,$8k - $9k,4,25001,Ahome,3197
8,$8k - $9k,4,25002,Angostura,566
8,$8k - $9k,4,25003,Badiraguato,401
8,$8k - $9k,4,25005,Cosalá,256
8,$8k - $9k,4,25006,Culiacán,7788
8,$8k - $9k,4,25007,Choix,461
8,$8k - $9k,4,25008,Elota,943
8,$8k - $9k,4,25009,Escuinapa,542
8,$8k - $9k,4,25010,El Fuerte,1258
8,$8k - $9k,4,25011,Guasave,1351
8,$8k - $9k,4,25012,Mazatlán,3452
8,$8k - $9k,4,25014,Rosario,278
8,$8k - $9k,4,25015,Salvador Alvarado,289
8,$8k - $9k,4,25016,San Ignacio,229
8,$8k - $9k,4,25018,Navolato,2624
8,$8k - $9k,4,26002,Agua Prieta,522
8,$8k - $9k,4,26003,Alamos,157
8,$8k - $9k,4,26004,Altar,916
8,$8k - $9k,4,26008,Bacadéhuachi,406
8,$8k - $9k,4,26011,Bacoachi,112
8,$8k - $9k,4,26017,Caborca,1011
8,$8k - $9k,4,26018,Cajeme,5612
8,$8k - $9k,4,26025,Empalme,450
8,$8k - $9k,4,26026,Etchojoa,187
8,$8k - $9k,4,26029,Guaymas,3150
8,$8k - $9k,4,26030,Hermosillo,5360
8,$8k - $9k,4,26033,Huatabampo,211
8,$8k - $9k,4,26035,Imuris,956
8,$8k - $9k,4,26037,Mazatán,184
8,$8k - $9k,4,26042,Navojoa,993
8,$8k - $9k,4,26043,Nogales,1093
8,$8k - $9k,4,26055,San Luis Río Colorado,2018
8,$8k - $9k,4,26071,Benito Juárez,619
8,$8k - $9k,4,27002,Cárdenas,1532
8,$8k - $9k,4,27003,Centla,317
8,$8k - $9k,4,27004,Centro,3369
8,$8k - $9k,4,27005,Comalcalco,709
8,$8k - $9k,4,27006,Cunduacán,1492
8,$8k - $9k,4,27008,Huimanguillo,431
8,$8k - $9k,4,27010,Jalpa de Méndez,761
8,$8k - $9k,4,27012,Macuspana,807
8,$8k - $9k,4,27013,Nacajuca,1115
8,$8k - $9k,4,27014,Paraíso,503
8,$8k - $9k,4,27015,Tacotalpa,361
8,$8k - $9k,4,27016,Teapa,776
8,$8k - $9k,4,28003,Altamira,2058
8,$8k - $9k,4,28005,Burgos,305
8,$8k - $9k,4,28009,Ciudad Madero,2165
8,$8k - $9k,4,28012,González,693
8,$8k - $9k,4,28013,Güémez,314
8,$8k - $9k,4,28017,Jaumave,318
8,$8k - $9k,4,28021,El Mante,1143
8,$8k - $9k,4,28022,Matamoros,3397
8,$8k - $9k,4,28027,Nuevo Laredo,3501
8,$8k - $9k,4,28032,Reynosa,8922
8,$8k - $9k,4,28038,Tampico,3338
8,$8k - $9k,4,28040,Valle Hermoso,1830
8,$8k - $9k,4,28041,Victoria,1010
8,$8k - $9k,4,28043,Xicoténcatl,272
8,$8k - $9k,4,29001,Amaxac de Guerrero,214
8,$8k - $9k,4,29002,Apetatitlán de Antonio Carvajal,190
8,$8k - $9k,4,29005,Apizaco,683
8,$8k - $9k,4,29006,Calpulalpan,420
8,$8k - $9k,4,29008,Cuapiaxtla,151
8,$8k - $9k,4,29010,Chiautempan,357
8,$8k - $9k,4,29013,Huamantla,1074
8,$8k - $9k,4,29015,Ixtacuixtla de Mariano Matamoros,515
8,$8k - $9k,4,29021,Nanacamilpa de Mariano Arista,488
8,$8k - $9k,4,29024,Panotla,364
8,$8k - $9k,4,29025,San Pablo del Monte,1460
8,$8k - $9k,4,29026,Santa Cruz Tlaxcala,200
8,$8k - $9k,4,29028,Teolocholco,184
8,$8k - $9k,4,29029,Tepeyanco,159
8,$8k - $9k,4,29031,Tetla de la Solidaridad,542
8,$8k - $9k,4,29033,Tlaxcala,457
8,$8k - $9k,4,29038,Tzompantepec,196
8,$8k - $9k,4,29040,Xaltocan,219
8,$8k - $9k,4,29041,Papalotla de Xicohténcatl,209
8,$8k - $9k,4,29044,Zacatelco,242
8,$8k - $9k,4,29048,La Magdalena Tlaltelulco,234
8,$8k - $9k,4,29049,San Damián Texóloc,164
8,$8k - $9k,4,29053,San Juan Huactzinco,201
8,$8k - $9k,4,29058,Santa Catarina Ayometla,346
8,$8k - $9k,4,30014,Amatlán de los Reyes,1456
8,$8k - $9k,4,30022,Atzacan,1353
8,$8k - $9k,4,30024,Tlaltetela,847
8,$8k - $9k,4,30028,Boca del Río,2607
8,$8k - $9k,4,30034,Cerro Azul,1194
8,$8k - $9k,4,30038,Coatepec,988
8,$8k - $9k,4,30044,Córdoba,2082
8,$8k - $9k,4,30062,Chocamán,1062
8,$8k - $9k,4,30087,Xalapa,5687
8,$8k - $9k,4,30122,Pajapan,825
8,$8k - $9k,4,30124,Papantla,2298
8,$8k - $9k,4,30155,Tantoyuca,1520
8,$8k - $9k,4,30164,Teocelo,1363
8,$8k - $9k,4,30169,José Azueta,1149
8,$8k - $9k,4,30189,Tuxpan,2452
8,$8k - $9k,4,30193,Veracruz,3800
8,$8k - $9k,4,31001,Abalá,528
8,$8k - $9k,4,31006,Buctzotz,335
8,$8k - $9k,4,31007,Cacalchén,268
8,$8k - $9k,4,31013,Conkal,99
8,$8k - $9k,4,31018,Chapab,98
8,$8k - $9k,4,31027,Dzidzantún,278
8,$8k - $9k,4,31033,Halachó,99
8,$8k - $9k,4,31034,Hocabá,79
8,$8k - $9k,4,31038,Hunucmá,99
8,$8k - $9k,4,31041,Kanasín,277
8,$8k - $9k,4,31044,Kinchil,312
8,$8k - $9k,4,31050,Mérida,6392
8,$8k - $9k,4,31052,Motul,77
8,$8k - $9k,4,31055,Opichén,146
8,$8k - $9k,4,31059,Progreso,842
8,$8k - $9k,4,31064,Sanahcat,255
8,$8k - $9k,4,31073,Tahdziú,400
8,$8k - $9k,4,31076,Tecoh,636
8,$8k - $9k,4,31085,Temozón,1286
8,$8k - $9k,4,31089,Ticul,253
8,$8k - $9k,4,31091,Tinum,78
8,$8k - $9k,4,31096,Tizimín,719
8,$8k - $9k,4,31101,Umán,756
8,$8k - $9k,4,31106,Yobaín,88
8,$8k - $9k,4,32005,Calera,225
8,$8k - $9k,4,32006,Cañitas de Felipe Pescador,203
8,$8k - $9k,4,32010,Fresnillo,978
8,$8k - $9k,4,32012,Genaro Codina,243
8,$8k - $9k,4,32017,Guadalupe,2024
8,$8k - $9k,4,32020,Jerez,519
8,$8k - $9k,4,32022,Juan Aldama,167
8,$8k - $9k,4,32036,Ojocaliente,446
8,$8k - $9k,4,32037,Pánuco,229
8,$8k - $9k,4,32039,Río Grande,183
8,$8k - $9k,4,32040,Sain Alto,415
8,$8k - $9k,4,32042,Sombrerete,197
8,$8k - $9k,4,32044,Tabasco,228
8,$8k - $9k,4,32050,Vetagrande,219
8,$8k - $9k,4,32052,Villa García,412
8,$8k - $9k,4,32053,Villa González Ortega,481
8,$8k - $9k,4,32056,Zacatecas,512
8,$8k - $9k,5,1001,Aguascalientes,3430
8,$8k - $9k,5,1002,Asientos,227
8,$8k - $9k,5,1003,Calvillo,207
8,$8k - $9k,5,1005,Jesús María,1052
8,$8k - $9k,5,1006,Pabellón de Arteaga,315
8,$8k - $9k,5,1007,Rincón de Romos,162
8,$8k - $9k,5,1009,Tepezalá,403
8,$8k - $9k,5,1010,El Llano,73
8,$8k - $9k,5,2001,Ensenada,1436
8,$8k - $9k,5,2002,Mexicali,6661
8,$8k - $9k,5,2003,Tecate,214
8,$8k - $9k,5,2004,Tijuana,8240
8,$8k - $9k,5,2005,Playas de Rosarito,84
8,$8k - $9k,5,3001,Comondú,149
8,$8k - $9k,5,3002,Mulegé,205
8,$8k - $9k,5,3003,La Paz,1079
8,$8k - $9k,5,3008,Los Cabos,1254
8,$8k - $9k,5,4001,Calkiní,124
8,$8k - $9k,5,4002,Campeche,1540
8,$8k - $9k,5,4003,Carmen,1220
8,$8k - $9k,5,4004,Champotón,309
8,$8k - $9k,5,4006,Hopelchén,152
8,$8k - $9k,5,4008,Tenabo,111
8,$8k - $9k,5,4009,Escárcega,264
8,$8k - $9k,5,4010,Calakmul,135
8,$8k - $9k,5,5002,Acuña,1508
8,$8k - $9k,5,5004,Arteaga,113
8,$8k - $9k,5,5009,Francisco I. Madero,891
8,$8k - $9k,5,5010,Frontera,869
8,$8k - $9k,5,5017,Matamoros,862
8,$8k - $9k,5,5018,Monclova,1179
8,$8k - $9k,5,5019,Morelos,248
8,$8k - $9k,5,5020,Múzquiz,297
8,$8k - $9k,5,5023,Ocampo,114
8,$8k - $9k,5,5025,Piedras Negras,1089
8,$8k - $9k,5,5027,Ramos Arizpe,668
8,$8k - $9k,5,5028,Sabinas,523
8,$8k - $9k,5,5030,Saltillo,2655
8,$8k - $9k,5,5033,San Pedro,760
8,$8k - $9k,5,5035,Torreón,4117
8,$8k - $9k,5,5036,Viesca,234
8,$8k - $9k,5,5038,Zaragoza,167
8,$8k - $9k,5,6001,Armería,202
8,$8k - $9k,5,6002,Colima,1098
8,$8k - $9k,5,6003,Comala,15
8,$8k - $9k,5,6004,Coquimatlán,136
8,$8k - $9k,5,6005,Cuauhtémoc,46
8,$8k - $9k,5,6007,Manzanillo,1407
8,$8k - $9k,5,6008,Minatitlán,228
8,$8k - $9k,5,6009,Tecomán,545
8,$8k - $9k,5,6010,Villa de Álvarez,704
8,$8k - $9k,5,7017,Cintalapa,1304
8,$8k - $9k,5,7027,Chiapa de Corzo,631
8,$8k - $9k,5,7037,Huehuetán,838
8,$8k - $9k,5,7069,Pijijiapan,671
8,$8k - $9k,5,7078,San Cristóbal de las Casas,2487
8,$8k - $9k,5,7101,Tuxtla Gutiérrez,4483
8,$8k - $9k,5,7108,Villaflores,1267
8,$8k - $9k,5,8004,Aquiles Serdán,417
8,$8k - $9k,5,8011,Camargo,391
8,$8k - $9k,5,8017,Cuauhtémoc,1390
8,$8k - $9k,5,8019,Chihuahua,4118
8,$8k - $9k,5,8021,Delicias,1397
8,$8k - $9k,5,8028,Guadalupe,85
8,$8k - $9k,5,8029,Guadalupe y Calvo,337
8,$8k - $9k,5,8031,Guerrero,352
8,$8k - $9k,5,8036,Jiménez,467
8,$8k - $9k,5,8037,Juárez,8447
8,$8k - $9k,5,8038,Julimes,151
8,$8k - $9k,5,8047,Moris,139
8,$8k - $9k,5,8053,Praxedis G. Guerrero,133
8,$8k - $9k,5,8054,Riva Palacio,126
8,$8k - $9k,5,8062,Saucillo,238
8,$8k - $9k,5,8063,Temósachic,80
8,$8k - $9k,5,9002,Azcapotzalco,1299
8,$8k - $9k,5,9003,Coyoacán,1465
8,$8k - $9k,5,9004,Cuajimalpa de Morelos,1059
8,$8k - $9k,5,9005,Gustavo A. Madero,2813
8,$8k - $9k,5,9006,Iztacalco,1325
8,$8k - $9k,5,9007,Iztapalapa,8424
8,$8k - $9k,5,9009,Milpa Alta,129
8,$8k - $9k,5,9011,Tláhuac,3702
8,$8k - $9k,5,9012,Tlalpan,8674
8,$8k - $9k,5,9013,Xochimilco,3874
8,$8k - $9k,5,9015,Cuauhtémoc,4408
8,$8k - $9k,5,9017,Venustiano Carranza,1144
8,$8k - $9k,5,10004,Cuencamé,181
8,$8k - $9k,5,10005,Durango,2207
8,$8k - $9k,5,10006,General Simón Bolívar,299
8,$8k - $9k,5,10007,Gómez Palacio,1145
8,$8k - $9k,5,10012,Lerdo,431
8,$8k - $9k,5,10015,Nazas,150
8,$8k - $9k,5,10018,El Oro,222
8,$8k - $9k,5,10022,Poanas,122
8,$8k - $9k,5,10028,San Juan del Río,160
8,$8k - $9k,5,10032,Santiago Papasquiaro,581
8,$8k - $9k,5,11003,San Miguel de Allende,656
8,$8k - $9k,5,11005,Apaseo el Grande,358
8,$8k - $9k,5,11007,Celaya,2336
8,$8k - $9k,5,11009,Comonfort,311
8,$8k - $9k,5,11014,Dolores Hidalgo Cuna de la Independencia Nacional,1397
8,$8k - $9k,5,11015,Guanajuato,372
8,$8k - $9k,5,11017,Irapuato,3450
8,$8k - $9k,5,11018,Jaral del Progreso,653
8,$8k - $9k,5,11019,Jerécuaro,323
8,$8k - $9k,5,11020,León,9129
8,$8k - $9k,5,11021,Moroleón,599
8,$8k - $9k,5,11023,Pénjamo,712
8,$8k - $9k,5,11025,Purísima del Rincón,781
8,$8k - $9k,5,11027,Salamanca,3105
8,$8k - $9k,5,11028,Salvatierra,1698
8,$8k - $9k,5,11031,San Francisco del Rincón,2670
8,$8k - $9k,5,11032,San José Iturbide,1206
8,$8k - $9k,5,11033,San Luis de la Paz,1032
8,$8k - $9k,5,11035,Santa Cruz de Juventino Rosas,321
8,$8k - $9k,5,11037,Silao de la Victoria,1276
8,$8k - $9k,5,11041,Uriangato,930
8,$8k - $9k,5,11042,Valle de Santiago,1533
8,$8k - $9k,5,11044,Villagrán,1512
8,$8k - $9k,5,12001,Acapulco de Juárez,4121
8,$8k - $9k,5,12007,Arcelia,430
8,$8k - $9k,5,12014,Benito Juárez,391
8,$8k - $9k,5,12021,Coyuca de Benítez,1563
8,$8k - $9k,5,12029,Chilpancingo de los Bravo,927
8,$8k - $9k,5,12035,Iguala de la Independencia,617
8,$8k - $9k,5,12038,Zihuatanejo de Azueta,756
8,$8k - $9k,5,12055,Taxco de Alarcón,586
8,$8k - $9k,5,12075,Eduardo Neri,412
8,$8k - $9k,5,13010,Atitalaquia,482
8,$8k - $9k,5,13015,Cardonal,607
8,$8k - $9k,5,13028,Huejutla de Reyes,1008
8,$8k - $9k,5,13029,Huichapan,436
8,$8k - $9k,5,13030,Ixmiquilpan,1136
8,$8k - $9k,5,13041,Mixquiahuala de Juárez,863
8,$8k - $9k,5,13046,San Felipe Orizatlán,983
8,$8k - $9k,5,13048,Pachuca de Soto,1598
8,$8k - $9k,5,13051,Mineral de la Reforma,379
8,$8k - $9k,5,13059,Tecozautla,461
8,$8k - $9k,5,13063,Tepeji del Río de Ocampo,395
8,$8k - $9k,5,13067,Tezontepec de Aldama,2732
8,$8k - $9k,5,13069,Tizayuca,771
8,$8k - $9k,5,13070,Tlahuelilpan,1248
8,$8k - $9k,5,13076,Tula de Allende,465
8,$8k - $9k,5,14011,Atengo,552
8,$8k - $9k,5,14013,Atotonilco el Alto,964
8,$8k - $9k,5,14023,Zapotlán el Grande,3959
8,$8k - $9k,5,14030,Chapala,1999
8,$8k - $9k,5,14037,El Grullo,1076
8,$8k - $9k,5,14039,Guadalajara,7221
8,$8k - $9k,5,14063,Ocotlán,3474
8,$8k - $9k,5,14066,Poncitlán,650
8,$8k - $9k,5,14069,Quitupan,441
8,$8k - $9k,5,14070,El Salto,1247
8,$8k - $9k,5,14073,San Juan de los Lagos,706
8,$8k - $9k,5,14077,San Martín Hidalgo,503
8,$8k - $9k,5,14089,Techaluta de Montenegro,435
8,$8k - $9k,5,14093,Tepatitlán de Morelos,909
8,$8k - $9k,5,14097,Tlajomulco de Zúñiga,3823
8,$8k - $9k,5,14098,San Pedro Tlaquepaque,1149
8,$8k - $9k,5,14101,Tonalá,3724
8,$8k - $9k,5,14113,San Gabriel,386
8,$8k - $9k,5,14120,Zapopan,5932
8,$8k - $9k,5,14121,Zapotiltic,1325
8,$8k - $9k,5,14124,Zapotlanejo,1495
8,$8k - $9k,5,15002,Acolman,4681
8,$8k - $9k,5,15003,Aculco,968
8,$8k - $9k,5,15005,Almoloya de Juárez,382
8,$8k - $9k,5,15007,Amanalco,426
8,$8k - $9k,5,15009,Amecameca,2769
8,$8k - $9k,5,15010,Apaxco,6058
8,$8k - $9k,5,15011,Atenco,1280
8,$8k - $9k,5,15013,Atizapán de Zaragoza,2669
8,$8k - $9k,5,15020,Coacalco de Berriozábal,8557
8,$8k - $9k,5,15025,Chalco,2467
8,$8k - $9k,5,15029,Chicoloapan,2462
8,$8k - $9k,5,15031,Chimalhuacán,11218
8,$8k - $9k,5,15033,Ecatepec de Morelos,18082
8,$8k - $9k,5,15039,Ixtapaluca,5205
